gen,sp,Species.name,strat1,strat2,strat3,strata_classified,description,source
Cardiocondyla,minutior,Cardiocondyla.minutior,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cardiocondyla,nigra,Cardiocondyla.nigra,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cardiocondyla,nuda,Cardiocondyla.nuda,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cardiocondyla,obscurior,Cardiocondyla.obscurior,arboreal,,,arboreal,"""Colonies of the arboreal species C. obscurior from introduced populations…""","Heinze J., S. Cremer, N. Eckl and A. Schrempf. 2006. Stealthy invaders: the biology of Cardiocondyla tramp ants. Insect. Soc. 53 1–7."
Cardiocondyla,strigifrons,Cardiocondyla.strigifrons,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cardiocondyla,tjibodana,Cardiocondyla.tjibodana,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cardiocondyla,venustula,Cardiocondyla.venustula,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cardiocondyla,wroughtonii,Cardiocondyla.wroughtonii,arboreal,,,arboreal,,"Seifert B. 2003. The ant genus Cardiocondyla (Insecta: Hymenoptera: Formicidae) - a taxonomic revision of the C. elegans, C. bulgarica, C. batesii, C. nuda, C. shuckardi, C. stambuloffii, C. wroughtonii, C. emeryi, and C. minutior species groups. Annalen des Naturhistorischen Museums in Wien. B, Botanik, Zoologie 104: 203-338."
Carebara,affinis,Carebara.affinis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Carebara,diversa,Carebara.diversa,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cataglyphis,nodus,Cataglyphis.nodus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cataulacus,intrudens,Cataulacus.intrudens,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cephalotes,curvistriatus,Cephalotes.curvistriatus,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cephalotes,maculatus,Cephalotes.maculatus,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cephalotes,pusillus,Cephalotes.pusillus,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Chelaner,antarcticus,Chelaner.antarcticus,litter.soil,,,litter.soil,"2 times litter, 1 times under stone, 1 times under disphyma.",antweb
Colobopsis,mississippiensis,Colobopsis.mississippiensis,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Colobopsis,truncata,Colobopsis.truncata,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Crematogaster,algirica,Crematogaster.algirica,,,,NA,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Crematogaster,ashmeadi,Crematogaster.ashmeadi,arboreal,,,arboreal,Cole (1983) studied the behavior of this ant in red mangroves occurring in southern Florida.,antwiki
Crematogaster,bicolor,Crematogaster.bicolor,arboreal,,,arboreal,Belongs to the Crematogaster subgenus in which most species are arboreal,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Crematogaster,carinata,Crematogaster.carinata,arboreal,,,arboreal,"Columns of workers are spread over second growth vegetation and multiple crowns of trees, with small clusters of physogastric queens, brood, and workers dispersed in dead twigs and branches and under epiphytes.",antwiki
Crematogaster,coarctata,Crematogaster.coarctata,ground.surface,,,ground,"This common species is usually found in subterranean nests, sometimes with mounds and under stones or occupying downed logs. One nest was thatched (possibly an uninhabited Formica nest), others are craterlike in the soil surrounded by seed hulls, possibly abandoned Pogonomyrmex nests. They can also be found in cavities in plants and among exposed roots of plants.",antwiki
Crematogaster,crinosa,Crematogaster.crinosa,arboreal,,,arboreal,"Their polydomous nests can be found in just about all the available cavities, i.e., any protected space, in the trees they occupy.",antwiki
Crematogaster,curvispinosa,Crematogaster.curvispinosa,arboreal,,,arboreal,"Their nests can be common nesting in disturbed areas, with colonies opportunistically inhabiting small cavities in dead and live plants",antwiki
Crematogaster,egidyi,Crematogaster.egidyi,arboreal,,,arboreal,"Ant collection was based on the occurrence of aphids in different places. During our field collections, on the basis of visual observations, only the ant individuals attending aphid populations with obvious physical contact of beating aphid body by antenna and a consistent feeding on aphid honeydew were collected","Siddiqui, J. A., Chen, Z., Li, Q., Deng, J., Lin, X., & Huang, X. (2019). DNA barcoding of aphid-associated ants (Hymenoptera, Formicidae) in a subtropical area of southern China. ZooKeys, 879, 117."
Crematogaster,inermis,Crematogaster.inermis,arboreal,ground.surface,,arboreal & ground,"C. inermis are generalist seed eaters, which feed on seeds and other plant material, dead invertebrates, floral nectar and homopteran honeydew. The workers of these species forage in groups along pheromone-laid trails (Kugler 1989). Colonies of C. inermis nest inside hollow branches of perennial shrubs","Segev, U., & Ziv, Y. (2012). Consequences of behavioral vs. numerical dominance on foraging activity of desert seed-eating ants. Behavioral ecology and sociobiology, 66(4), 623-632."
Crematogaster,irritabilis,Crematogaster.irritabilis,arboreal,,,arboreal,"The arboreal-nesting ant, Crematogaster irritabilis, was locally found occupying up to 99% of the trees present in 1 ha plots","Leponce, M., Roisin, Y., & Pasteels, J. M. (1999). Community interactions between ants and arboreal-nesting termites in New Guinea coconut plantations. Insectes sociaux, 46(2), 126-130."
Crematogaster,lineolata,Crematogaster.lineolata,ground.surface,,,ground,"Nests under logs and in stumps and in acorns and nuts on the ground. Their diet includes dead insects and liquids collected from tended Homoptera, with a decided preference for those kept on plant roots.",antwiki
Crematogaster,nawai,Crematogaster.nawai,ground.surface,,,ground,Nests under stones,"Yamane, S., Ikudome, S. & Terayama, M. (1999) Identification guide to the Aculeata of the Nansei Islands, Japan, Hokaido University Press; Fujita S., N. Sasaki, S. Shimozono and Y. Harada. 2017. Ants living on the volcanic lavas of Sakurajima. Nature of Kagoshima 43: 287–294"
Crematogaster,obscurata,Crematogaster.obscurata,arboreal,,,arboreal,"An aggregation of workers was in a tree knot. The second collection was from Playa Naranjo, at the upper beach edge. Small necrotic spots in live stems of a small Gliricidia sepium  tree (Fabaceae) contained aggregations of workers only, with no brood or sexuals",antwiki
Crematogaster,peringueyi,Crematogaster.peringueyi,arboreal,ground.surface,,arboreal & ground,"C. peringueyi nests in cavities in dead wood, either on the ground or in standing vegetation. They also construct carton nests. These can be arboreal, on and under the ground, and in wood cavities. Collections have been made from vegetation, from nests inside wood cavities that are broken into, from readily visible carton nest sturctures, in litter samples, and in pitfall traps.",antwiki
Crematogaster,rochai,Crematogaster.rochai,arboreal,,,arboreal,"Forms large, polydomous nests that fill all the available nesting cavities within the trees where a colony is found.",antwiki
Crematogaster,rogenhoferi,Crematogaster.rogenhoferi,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Crematogaster,scutellaris,Crematogaster.scutellaris,arboreal,,,arboreal,"An extremely common, arboreal species reported from the Maghreb to western Russia (Rigato & Toni, 2011).",antwiki
Crematogaster,sordidula,Crematogaster.sordidula,ground.surface,,,ground,"9 times under stone, 1 times Bajo corteza, 1 times under small stone, 1 times open (-30-0 cm), 1 times on ground & plants, 1 times nbp, 1 times colony under rock",antweb
Crematogaster,steinheili,Crematogaster.steinheili,arboreal,,,arboreal,"Nesting in Tillandsias, under bark or in the hollow twigs of various trees",antwiki
Crematogaster,subdentata,Crematogaster.subdentata,arboreal,ground.surface,,arboreal & ground,Pashaei Rad et al. (2018) found this species in Iran on parkland ground and trees,antwiki
Crematogaster,teranishii,Crematogaster.teranishii,arboreal,ground.surface,,arboreal & ground,"This species is widespread in Japan, usually inhabiting forest edges, bushes and gardens. They nest inside hollow dead branches and dead grass stems (Syoji and Eguchi 2017). Idogawa and Dobata (2018) found colonies nesting in bamboo cavities in Kyoto Prefecture.",antwiki
Crematogaster,torosa,Crematogaster.torosa,arboreal,,,arboreal,"Nests are large, polydomous, distributed in a wide variety of plant cavities",antwiki
Cryptopone,testacea,Cryptopone.testacea,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cylindromyrmex,whymperi,Cylindromyrmex.whymperi,arboreal,,,arboreal,Nest of this genus are usually localized in stems/twigs with foraging on plants,"De Andrade, M. L. 1998a. Fossil and extant species of Cylindromyrmex (Hymenoptera: Formicidae). Revue Suisse de Zoologie 105:581-664"
Cyphomyrmex,rimosus,Cyphomyrmex.rimosus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Cyphomyrmex,salvini,Cyphomyrmex.salvini,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Diacamma,indicum,Diacamma.indicum,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Diacamma,rugosum,Diacamma.rugosum,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Diacamma,vagans,Diacamma.vagans,,,,NA,,
Doleromyrma,darwiniana,Doleromyrma.darwiniana,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Dolichoderus,lutosus,Dolichoderus.lutosus,arboreal,,,arboreal,"De Oliveira et al. (2015), studying ant occupancy of Cecropia trees in southwest Bahia, Brazil, found a colony of Dolichoderus lutosus nesting in a Cecropia pachystachya tree",antwiki
Dolichoderus,quadripunctatus,Dolichoderus.quadripunctatus,arboreal,,,arboreal,Pashaei Rad et al. (2018) found this species in Iran on the ground and on trees in a Caspian moist littoral area.,antwiki
Dolichoderus,thoracicus,Dolichoderus.thoracicus,arboreal,,,arboreal,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Dorylus,fulvus,Dorylus.fulvus,ground.surface,litter.soil,,ground & litter,"In this study we assess for the first time the genetic population structure of a subterranean army ant in Africa. Our study species, Dorylus (Typhlopone) fulvus (Westwood), is widely distributed over the African continent and occurs in many ecosystems (Leston 1979; Bolton 1995). Moreover, D. fulvus is a major arthropod predator of other social insects, including the huge epigaeic Dorylus army ant colonies (Leroux 1979; Schöning et al. 2006) or termites of the genus Macrotermes among others (Darlington 1985; Schöning and Moffett 2007). As a top predator with a wide distribution range, D. fulvus is expected to have a large impact on food-webs in many African ecosystems (Ritchie and Johnson 2009; Schöning et al. 2010). The subterranean dispersal by queens is likely to be severely restricted by natural barriers, including rivers and rock formations, or human made cemented or tarred areas (Schöning et al. 2006; Peters et al. 2009). The large Dorylus males, however, are capable of long distance dispersal, probably over many kilometres ","Barth, M. B., Moritz, R. F. A., Pirk, C. W. W., & Kraus, F. B. (2013). Male-biased dispersal promotes large scale gene flow in a subterranean army ant, Dorylus (Typhlopone) fulvus. Population ecology, 55(4), 523-533."
Ectatomma,brunneum,Ectatomma.brunneum,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Ectatomma,ruidum,Ectatomma.ruidum,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Erromyrma,latinodis,Erromyrma.latinodis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Formica,fusca,Formica.fusca,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Formica,obscuripes,Formica.obscuripes,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Formica,paralugubris,Formica.paralugubris,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Formica,rufa,Formica.rufa,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Formica,rufibarbis,Formica.rufibarbis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Formica,subpolita,Formica.subpolita,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Gnamptogenys,porcata,Gnamptogenys.porcata,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Gnamptogenys,regularis,Gnamptogenys.regularis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Gnamptogenys,striatula,Gnamptogenys.striatula,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Gnamptogenys,triangularis,Gnamptogenys.triangularis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,boerorum,Hypoponera.boerorum,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,confinis,Hypoponera.confinis,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,eduardi,Hypoponera.eduardi,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,elliptica,Hypoponera.elliptica,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,ergatandria,Hypoponera.ergatandria,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,gibbinota,Hypoponera.gibbinota,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,opaciceps,Hypoponera.opaciceps,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,opaciceps pampana,Hypoponera.opaciceps pampana,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,opacior,Hypoponera.opacior,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,punctatissima,Hypoponera.punctatissima,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,punctatissima indifferens,Hypoponera.punctatissima indifferens,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,ragusai,Hypoponera.ragusai,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,trigona,Hypoponera.trigona,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Hypoponera,zwaluwenburgi,Hypoponera.zwaluwenburgi,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Iridomyrmex,anceps,Iridomyrmex.anceps,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Iridomyrmex,chasei,Iridomyrmex.chasei,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Iridomyrmex,cyaneus,Iridomyrmex.cyaneus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Iridomyrmex,minor,Iridomyrmex.minor,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Iridomyrmex,purpureus,Iridomyrmex.purpureus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Iridomyrmex,rufoniger,Iridomyrmex.rufoniger,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Iridomyrmex,suchieri,Iridomyrmex.suchieri,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Iridomyrmex,victorianus,Iridomyrmex.victorianus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lasius,alienus,Lasius.alienus,ground.surface,,,ground,"Lasius alienus typically inhabits open dry situations, nesting under stones and occasionally constructing crater entrances in open soil.",antwiki
Lasius,americanus,Lasius.americanus,ground.surface,,,ground,NA,"Headley, A. E. (1941). A study of nest and nesting habits of the ant Lasius niger subsp. alienus var. americanus Emery. Annals of the Entomological Society of America, 34(3), 649-657."
Lasius,citrinus,Lasius.citrinus,litter.soil,,,litter.soil,1 times under stone,antweb
Lasius,emarginatus,Lasius.emarginatus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lasius,flavus,Lasius.flavus,litter.soil,,,litter.soil,"34 times under rock, 21 times Under stone, 7 times nest under rock, 10 times Nido bajo piedra, 10 times soil, 6 times Bajo piedra, 7 times nbp, 2 times under rocks, 3 times Nest under stone, 3 times under moss, 3 times under log",antweb
Lasius,fuliginosus,Lasius.fuliginosus,ground.surface,,,ground,"6 times on the ground, 5 times on trunk, 2 times foraging on ground, 1 times strays, 2 times Nest under stone, 1 times nest in soil, 1 times ground foraging, 1 times ground foragers, 1 times ground forager, 1 times Forrajeando, 1 times foraging with L. mixtus workers",antweb
Lasius,grandis,Lasius.grandis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lasius,interjectus,Lasius.interjectus,litter.soil,,,litter.soil,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lasius,japonicus,Lasius.japonicus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lasius,lasioides,Lasius.lasioides,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lasius,neglectus,Lasius.neglectus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lasius,neoniger,Lasius.neoniger,ground.surface,,,ground,ground forager,pers. obs. BG
Lasius,niger,Lasius.niger,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lasius,productus,Lasius.productus,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lasius,sakagamii,Lasius.sakagamii,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lepisiota,bipartita,Lepisiota.bipartita,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lepisiota,canescens,Lepisiota.canescens,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lepisiota,capensis,Lepisiota.capensis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lepisiota,frauenfeldi,Lepisiota.frauenfeldi,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lepisiota,frauenfeldi kantarensis,Lepisiota.frauenfeldi kantarensis,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lepisiota,incisa,Lepisiota.incisa,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lepisiota,nigra,Lepisiota.nigra,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lepisiota,obtusa,Lepisiota.obtusa,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lepisiota,spinisquama,Lepisiota.spinisquama,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Lepisiota,syriaca,Lepisiota.syriaca,ground.surface,,,ground,,"Lucky, A., Trautwein, M. D., Guenard, B. S., Weiser, M. D., & Dunn, R. R. (2013). Tracing the rise of ants-out of the ground. PLOS one, 8(12), e84012."
Leptogenys,falcigera,Leptogenys.falcigera,ground.surface,,,ground,"L. falcigera forage on the forest floor, in leaf litter, and on lower vegetation, and nest in live tree stems, in dead twigs or branches above the ground, and in rotten logs",antwiki
