valid_species_name,bentity2_name,label,Native Range 1st,Final
Anochetus.mayri,Rio de Janeiro,Anochetus.mayri_Rio de Janeiro,Yes,Yes
Anochetus.mayri,Rio Grande do Norte,Anochetus.mayri_Rio Grande do Norte,Yes,Yes
Anochetus.mayri,Rio Grande do Sul,Anochetus.mayri_Rio Grande do Sul,Yes,Yes
Anochetus.mayri,Risaralda,Anochetus.mayri_Risaralda,Yes,Yes
Anochetus.mayri,Salta,Anochetus.mayri_Salta,Yes,Yes
Anochetus.mayri,Santa Catarina,Anochetus.mayri_Santa Catarina,Yes,Yes
Anochetus.mayri,Santa Fe,Anochetus.mayri_Santa Fe,Yes,Yes
Anochetus.mayri,Sao Paulo,Anochetus.mayri_Sao Paulo,Yes,Yes
Anochetus.mayri,Sergipe,Anochetus.mayri_Sergipe,Yes,Yes
Anochetus.mayri,Suriname,Anochetus.mayri_Suriname,Yes,Yes
Anochetus.mayri,Tabasco,Anochetus.mayri_Tabasco,Yes,Yes
Anochetus.mayri,Tolima,Anochetus.mayri_Tolima,Yes,Yes
Anochetus.mayri,Trinidad and Tobago,Anochetus.mayri_Trinidad and Tobago,Yes,Yes
Anochetus.mayri,Tucuman,Anochetus.mayri_Tucuman,Yes,Yes
Anochetus.mayri,Uruguay,Anochetus.mayri_Uruguay,Yes,Yes
Anochetus.mayri,Valle del Cauca,Anochetus.mayri_Valle del Cauca,Yes,Yes
Anochetus.mayri,Venezuela,Anochetus.mayri_Venezuela,Yes,Yes
Anochetus.mayri,Veracruz,Anochetus.mayri_Veracruz,Yes,Yes
Anochetus.mayri,Yucatan,Anochetus.mayri_Yucatan,Yes,Yes
Anochetus.sedilloti,Burkina Faso,Anochetus.sedilloti_Burkina Faso,Yes,Yes
Anochetus.sedilloti,Chad,Anochetus.sedilloti_Chad,Yes,Yes
Anochetus.sedilloti,Eritrea,Anochetus.sedilloti_Eritrea,Yes,Yes
Anochetus.sedilloti,Ethiopia,Anochetus.sedilloti_Ethiopia,Yes,Yes
Anochetus.sedilloti,Ghana,Anochetus.sedilloti_Ghana,Yes,Yes
Anochetus.sedilloti,Kenya,Anochetus.sedilloti_Kenya,Yes,Yes
Anochetus.sedilloti,Mali,Anochetus.sedilloti_Mali,Yes,Yes
Anochetus.sedilloti,Mauritania,Anochetus.sedilloti_Mauritania,Yes,Yes
Anochetus.sedilloti,Senegal,Anochetus.sedilloti_Senegal,Yes,Yes
Anochetus.sedilloti,Sudan,Anochetus.sedilloti_Sudan,Yes,Yes
Anochetus.sedilloti,Tunisia,Anochetus.sedilloti_Tunisia,Yes,Yes
Anonychomyrma.itinerans,New South Wales,Anonychomyrma.itinerans_New South Wales,Yes,Yes
Anonychomyrma.itinerans,Queensland,Anonychomyrma.itinerans_Queensland,Yes,Yes
Anonychomyrma.itinerans,South Western Australia,Anonychomyrma.itinerans_South Western Australia,Yes,Yes
Anonychomyrma.itinerans,Tasmania,Anonychomyrma.itinerans_Tasmania,Yes,Yes
Anonychomyrma.itinerans,Victoria,Anonychomyrma.itinerans_Victoria,Yes,Yes
Anoplolepis.custodiens,Angola,Anoplolepis.custodiens_Angola,Yes,Yes
Anoplolepis.custodiens,Botswana,Anoplolepis.custodiens_Botswana,Yes,Yes
Anoplolepis.custodiens,Congo,Anoplolepis.custodiens_Congo,Yes,Yes
Anoplolepis.custodiens,Gabon,Anoplolepis.custodiens_Gabon,Yes,Yes
Anoplolepis.custodiens,Kenya,Anoplolepis.custodiens_Kenya,Yes,Yes
Anoplolepis.custodiens,Lesotho,Anoplolepis.custodiens_Lesotho,Yes,Yes
Anoplolepis.custodiens,Mozambique,Anoplolepis.custodiens_Mozambique,Yes,Yes
Anoplolepis.custodiens,Namibia,Anoplolepis.custodiens_Namibia,Yes,Yes
Anoplolepis.custodiens,Somalia,Anoplolepis.custodiens_Somalia,Yes,Yes
Anoplolepis.custodiens,South Africa,Anoplolepis.custodiens_South Africa,Yes,Yes
Anoplolepis.custodiens,Swaziland,Anoplolepis.custodiens_Swaziland,Yes,Yes
Anoplolepis.custodiens,Tanzania,Anoplolepis.custodiens_Tanzania,Yes,Yes
Anoplolepis.custodiens,Zaire,Anoplolepis.custodiens_Zaire,Yes,Yes
Anoplolepis.custodiens,Zambia,Anoplolepis.custodiens_Zambia,Yes,Yes
Anoplolepis.custodiens,Zanzibar Archipelago,Anoplolepis.custodiens_Zanzibar Archipelago,Yes,Yes
Anoplolepis.custodiens,Zimbabwe,Anoplolepis.custodiens_Zimbabwe,Yes,Yes
Anoplolepis.gracilipes,Andaman and Nicobar Islands,Anoplolepis.gracilipes_Andaman and Nicobar Islands,Yes,Yes
Anoplolepis.gracilipes,Arunachal Pradesh,Anoplolepis.gracilipes_Arunachal Pradesh,Yes,Yes
Anoplolepis.gracilipes,Assam,Anoplolepis.gracilipes_Assam,Yes,Yes
Anoplolepis.gracilipes,Bangladesh,Anoplolepis.gracilipes_Bangladesh,Yes,Yes
Anoplolepis.gracilipes,Borneo,Anoplolepis.gracilipes_Borneo,Yes,Yes
Anoplolepis.gracilipes,Cambodia,Anoplolepis.gracilipes_Cambodia,Yes,Yes
Anoplolepis.gracilipes,Guangdong,Anoplolepis.gracilipes_Guangdong,Yes,Yes
Anoplolepis.gracilipes,Guangxi,Anoplolepis.gracilipes_Guangxi,Yes,Yes
Anoplolepis.gracilipes,Gujarat,Anoplolepis.gracilipes_Gujarat,Yes,Yes
Anoplolepis.gracilipes,Hainan,Anoplolepis.gracilipes_Hainan,Yes,Yes
Anoplolepis.gracilipes,Hong Kong,Anoplolepis.gracilipes_Hong Kong,Yes,Yes
Anoplolepis.gracilipes,Java,Anoplolepis.gracilipes_Java,Yes,Yes
Anoplolepis.gracilipes,Karnataka,Anoplolepis.gracilipes_Karnataka,Yes,Yes
Anoplolepis.gracilipes,Kerala,Anoplolepis.gracilipes_Kerala,Yes,Yes
Anoplolepis.gracilipes,Krakatau Islands,Anoplolepis.gracilipes_Krakatau Islands,Yes,Yes
Anoplolepis.gracilipes,Laos,Anoplolepis.gracilipes_Laos,Yes,Yes
Anoplolepis.gracilipes,Lesser Sunda Islands,Anoplolepis.gracilipes_Lesser Sunda Islands,Yes,Yes
Anoplolepis.gracilipes,Macau,Anoplolepis.gracilipes_Macau,Yes,Yes
Anoplolepis.gracilipes,Maharashtra,Anoplolepis.gracilipes_Maharashtra,Yes,Yes
Anoplolepis.gracilipes,Malaysia and Singapore,Anoplolepis.gracilipes_Malaysia and Singapore,Yes,Yes
Anoplolepis.gracilipes,Maluku Islands,Anoplolepis.gracilipes_Maluku Islands,Yes,Yes
Anoplolepis.gracilipes,Manipur,Anoplolepis.gracilipes_Manipur,Yes,Yes
Anoplolepis.gracilipes,Meghalaya,Anoplolepis.gracilipes_Meghalaya,Yes,Yes
Anoplolepis.gracilipes,Mizoram,Anoplolepis.gracilipes_Mizoram,Yes,Yes
Anoplolepis.gracilipes,Myanmar,Anoplolepis.gracilipes_Myanmar,Yes,Yes
Anoplolepis.gracilipes,Nagaland,Anoplolepis.gracilipes_Nagaland,Yes,Yes
Anoplolepis.gracilipes,Nias Island,Anoplolepis.gracilipes_Nias Island,Yes,Yes
Anoplolepis.gracilipes,Orissa,Anoplolepis.gracilipes_Orissa,Yes,Yes
Anoplolepis.gracilipes,Philippines,Anoplolepis.gracilipes_Philippines,Yes,Yes
Anoplolepis.gracilipes,Punjab,Anoplolepis.gracilipes_Punjab,Yes,Yes
Anoplolepis.gracilipes,Riau Archipelago,Anoplolepis.gracilipes_Riau Archipelago,Yes,Yes
Anoplolepis.gracilipes,Sikkim,Anoplolepis.gracilipes_Sikkim,Yes,Yes
Anoplolepis.gracilipes,Simeulue Island,Anoplolepis.gracilipes_Simeulue Island,Yes,Yes
Anoplolepis.gracilipes,Sri Lanka,Anoplolepis.gracilipes_Sri Lanka,Yes,Yes
Anoplolepis.gracilipes,Sulawesi,Anoplolepis.gracilipes_Sulawesi,Yes,Yes
Anoplolepis.gracilipes,Sumatra,Anoplolepis.gracilipes_Sumatra,Yes,Yes
Anoplolepis.gracilipes,Tamil Nadu,Anoplolepis.gracilipes_Tamil Nadu,Yes,Yes
Anoplolepis.gracilipes,Thailand,Anoplolepis.gracilipes_Thailand,Yes,Yes
Anoplolepis.gracilipes,Tripura,Anoplolepis.gracilipes_Tripura,Yes,Yes
Anoplolepis.gracilipes,Vietnam,Anoplolepis.gracilipes_Vietnam,Yes,Yes
Anoplolepis.gracilipes,West Bengal,Anoplolepis.gracilipes_West Bengal,Yes,Yes
Anoplolepis.gracilipes,Xizang,Anoplolepis.gracilipes_Xizang,Yes,Yes
Anoplolepis.gracilipes,Yunnan,Anoplolepis.gracilipes_Yunnan,Yes,Yes
Anoplolepis.steingroeveri gertrudae,South Africa,Anoplolepis.steingroeveri gertrudae_South Africa,Yes,Yes
Aphaenogaster.gemella,Algeria,Aphaenogaster.gemella_Algeria,Yes,Yes
Aphaenogaster.gemella,Morocco,Aphaenogaster.gemella_Morocco,Yes,Yes
Aphaenogaster.gemella,Portugal,Aphaenogaster.gemella_Portugal,Yes,Yes
Aphaenogaster.gemella,Spain,Aphaenogaster.gemella_Spain,Yes,Yes
Aphaenogaster.iberica,Morocco,Aphaenogaster.iberica_Morocco,Yes,Yes
Aphaenogaster.iberica,Portugal,Aphaenogaster.iberica_Portugal,Yes,Yes
Aphaenogaster.iberica,Spain,Aphaenogaster.iberica_Spain,Yes,Yes
Aphaenogaster.longiceps,New South Wales,Aphaenogaster.longiceps_New South Wales,Yes,Yes
Aphaenogaster.longiceps,Queensland,Aphaenogaster.longiceps_Queensland,Yes,Yes
Aphaenogaster.longiceps,South Australia,Aphaenogaster.longiceps_South Australia,Yes,Yes
Aphaenogaster.longiceps,South Western Australia,Aphaenogaster.longiceps_South Western Australia,Yes,Yes
Aphaenogaster.longiceps,Victoria,Aphaenogaster.longiceps_Victoria,Yes,Yes
Aphaenogaster.senilis,Algeria,Aphaenogaster.senilis_Algeria,Yes,Yes
Aphaenogaster.senilis,Balearic Islands,Aphaenogaster.senilis_Balearic Islands,Yes,Yes
Aphaenogaster.senilis,Canary Islands,Aphaenogaster.senilis_Canary Islands,Yes,Yes
Aphaenogaster.senilis,France,Aphaenogaster.senilis_France,Yes,Yes
Aphaenogaster.senilis,Morocco,Aphaenogaster.senilis_Morocco,Yes,Yes
Aphaenogaster.senilis,Pontine Islands,Aphaenogaster.senilis_Pontine Islands,Yes,Yes
Aphaenogaster.senilis,Portugal,Aphaenogaster.senilis_Portugal,Yes,Yes
Aphaenogaster.senilis,Sardinia,Aphaenogaster.senilis_Sardinia,Yes,Yes
Aphaenogaster.senilis,Spain,Aphaenogaster.senilis_Spain,Yes,Yes
Atta.laevigata,Acre,Atta.laevigata_Acre,Yes,Yes
Atta.laevigata,Alagoas,Atta.laevigata_Alagoas,Yes,Yes
Atta.laevigata,Amazonas,Atta.laevigata_Amazonas,Yes,Yes
Atta.laevigata,Amazonas_Brazil,Atta.laevigata_Amazonas_Brazil,Yes,Yes
Atta.laevigata,Antioquia,Atta.laevigata_Antioquia,Yes,Yes
Atta.laevigata,Arauca,Atta.laevigata_Arauca,Yes,Yes
Atta.laevigata,Atlantico,Atta.laevigata_Atlantico,Yes,Yes
Atta.laevigata,Bahia,Atta.laevigata_Bahia,Yes,Yes
Atta.laevigata,Bolivar,Atta.laevigata_Bolivar,Yes,Yes
Atta.laevigata,Bolivia,Atta.laevigata_Bolivia,Yes,Yes
Atta.laevigata,Boyaca,Atta.laevigata_Boyaca,Yes,Yes
Atta.laevigata,Casanare,Atta.laevigata_Casanare,Yes,Yes
Atta.laevigata,Ceara,Atta.laevigata_Ceara,Yes,Yes
Atta.laevigata,Choco,Atta.laevigata_Choco,Yes,Yes
Atta.laevigata,Cundinamarca,Atta.laevigata_Cundinamarca,Yes,Yes
Atta.laevigata,Espirito Santo,Atta.laevigata_Espirito Santo,Yes,Yes
Atta.laevigata,French Guiana,Atta.laevigata_French Guiana,Yes,Yes
Atta.laevigata,Goias,Atta.laevigata_Goias,Yes,Yes
Atta.laevigata,Guaviare,Atta.laevigata_Guaviare,Yes,Yes
Atta.laevigata,Guyana,Atta.laevigata_Guyana,Yes,Yes
Atta.laevigata,Huila,Atta.laevigata_Huila,Yes,Yes
Atta.laevigata,La Guajira,Atta.laevigata_La Guajira,Yes,Yes
Atta.laevigata,Maranhao,Atta.laevigata_Maranhao,Yes,Yes
Atta.laevigata,Mato Grosso,Atta.laevigata_Mato Grosso,Yes,Yes
Atta.laevigata,Mato Grosso do Sul,Atta.laevigata_Mato Grosso do Sul,Yes,Yes
Atta.laevigata,Meta,Atta.laevigata_Meta,Yes,Yes
Atta.laevigata,Minas Gerais,Atta.laevigata_Minas Gerais,Yes,Yes
Atta.laevigata,Narino,Atta.laevigata_Narino,Yes,Yes
Atta.laevigata,Norde de Santander,Atta.laevigata_Norde de Santander,Yes,Yes
Atta.laevigata,Para,Atta.laevigata_Para,Yes,Yes
Atta.laevigata,Paraguay,Atta.laevigata_Paraguay,Yes,Yes
Atta.laevigata,Parana,Atta.laevigata_Parana,Yes,Yes
Atta.laevigata,Pernambuco,Atta.laevigata_Pernambuco,Yes,Yes
Atta.laevigata,Piaui,Atta.laevigata_Piaui,Yes,Yes
Atta.laevigata,Rio de Janeiro,Atta.laevigata_Rio de Janeiro,Yes,Yes
Atta.laevigata,Rondonia,Atta.laevigata_Rondonia,Yes,Yes
Atta.laevigata,Roraima,Atta.laevigata_Roraima,Yes,Yes
Atta.laevigata,Santander,Atta.laevigata_Santander,Yes,Yes
Atta.laevigata,Sao Paulo,Atta.laevigata_Sao Paulo,Yes,Yes
Atta.laevigata,Sergipe,Atta.laevigata_Sergipe,Yes,Yes
Atta.laevigata,Suriname,Atta.laevigata_Suriname,Yes,Yes
Atta.laevigata,Tolima,Atta.laevigata_Tolima,Yes,Yes
Atta.laevigata,Valle del Cauca,Atta.laevigata_Valle del Cauca,Yes,Yes
Atta.laevigata,Vaupes,Atta.laevigata_Vaupes,Yes,Yes
Atta.laevigata,Venezuela,Atta.laevigata_Venezuela,Yes,Yes
Atta.laevigata,Vichada,Atta.laevigata_Vichada,Yes,Yes
Azteca.constructor,Cauca,Azteca.constructor_Cauca,Yes,Yes
Azteca.constructor,Choco,Azteca.constructor_Choco,Yes,Yes
Azteca.constructor,Cocos Island (Costa Rica),Azteca.constructor_Cocos Island (Costa Rica),Yes,Yes
Azteca.constructor,Costa Rica,Azteca.constructor_Costa Rica,Yes,Yes
Azteca.constructor,Ecuador,Azteca.constructor_Ecuador,Yes,Yes
Azteca.constructor,French Guiana,Azteca.constructor_French Guiana,Yes,Yes
Azteca.constructor,Guatemala,Azteca.constructor_Guatemala,Yes,Yes
Azteca.constructor,Guyana,Azteca.constructor_Guyana,Yes,Yes
Azteca.constructor,Honduras,Azteca.constructor_Honduras,Yes,Yes
Azteca.constructor,Magdalena,Azteca.constructor_Magdalena,Yes,Yes
Azteca.constructor,Nicaragua,Azteca.constructor_Nicaragua,Yes,Yes
Azteca.constructor,Panama,Azteca.constructor_Panama,Yes,Yes
Azteca.constructor,Risaralda,Azteca.constructor_Risaralda,Yes,Yes
Azteca.constructor,Suriname,Azteca.constructor_Suriname,Yes,Yes
Azteca.constructor,Tabasco,Azteca.constructor_Tabasco,Yes,Yes
Azteca.constructor,Trinidad and Tobago,Azteca.constructor_Trinidad and Tobago,Yes,Yes
Azteca.constructor,Valle del Cauca,Azteca.constructor_Valle del Cauca,Yes,Yes
Azteca.constructor,Venezuela,Azteca.constructor_Venezuela,Yes,Yes
Azteca.flavigaster,Costa Rica,Azteca.flavigaster_Costa Rica,Yes,Yes
Azteca.flavigaster,Ecuador,Azteca.flavigaster_Ecuador,Yes,Yes
Azteca.flavigaster,Jalisco,Azteca.flavigaster_Jalisco,Yes,Yes
Azteca.flavigaster,Panama,Azteca.flavigaster_Panama,Yes,Yes
Azteca.flavigaster,Peru,Azteca.flavigaster_Peru,Yes,Yes
Azteca.flavigaster,Veracruz,Azteca.flavigaster_Veracruz,Yes,Yes
Brachymyrmex.aphidicola,Amazonas_Brazil,Brachymyrmex.aphidicola_Amazonas_Brazil,Yes,Yes
Brachymyrmex.aphidicola,Bolivia,Brachymyrmex.aphidicola_Bolivia,Yes,Yes
Brachymyrmex.aphidicola,Cordoba Argentina,Brachymyrmex.aphidicola_Cordoba Argentina,Yes,Yes
Brachymyrmex.aphidicola,Costa Rica,Brachymyrmex.aphidicola_Costa Rica,Yes,Yes
Brachymyrmex.aphidicola,Cundinamarca,Brachymyrmex.aphidicola_Cundinamarca,Yes,Yes
Brachymyrmex.aphidicola,Ecuador,Brachymyrmex.aphidicola_Ecuador,Yes,Yes
Brachymyrmex.aphidicola,Entre Rios,Brachymyrmex.aphidicola_Entre Rios,Yes,Yes
Brachymyrmex.aphidicola,Goias,Brachymyrmex.aphidicola_Goias,Yes,Yes
Brachymyrmex.aphidicola,Guatemala,Brachymyrmex.aphidicola_Guatemala,Yes,Yes
Brachymyrmex.aphidicola,Guyana,Brachymyrmex.aphidicola_Guyana,Yes,Yes
Brachymyrmex.aphidicola,Huila,Brachymyrmex.aphidicola_Huila,Yes,Yes
Brachymyrmex.aphidicola,Magdalena,Brachymyrmex.aphidicola_Magdalena,Yes,Yes
Brachymyrmex.aphidicola,Mato Grosso,Brachymyrmex.aphidicola_Mato Grosso,Yes,Yes
Brachymyrmex.aphidicola,Mato Grosso do Sul,Brachymyrmex.aphidicola_Mato Grosso do Sul,Yes,Yes
Brachymyrmex.aphidicola,Meta,Brachymyrmex.aphidicola_Meta,Yes,Yes
Brachymyrmex.aphidicola,Minas Gerais,Brachymyrmex.aphidicola_Minas Gerais,Yes,Yes
Brachymyrmex.aphidicola,Misiones,Brachymyrmex.aphidicola_Misiones,Yes,Yes
Brachymyrmex.aphidicola,Nicaragua,Brachymyrmex.aphidicola_Nicaragua,Yes,Yes
Brachymyrmex.aphidicola,Panama,Brachymyrmex.aphidicola_Panama,Yes,Yes
Brachymyrmex.aphidicola,Para,Brachymyrmex.aphidicola_Para,Yes,Yes
Brachymyrmex.aphidicola,Paraguay,Brachymyrmex.aphidicola_Paraguay,Yes,Yes
Brachymyrmex.aphidicola,Parana,Brachymyrmex.aphidicola_Parana,Yes,Yes
Brachymyrmex.aphidicola,Peru,Brachymyrmex.aphidicola_Peru,Yes,Yes
Brachymyrmex.aphidicola,Rio de Janeiro,Brachymyrmex.aphidicola_Rio de Janeiro,Yes,Yes
Brachymyrmex.aphidicola,Rio Grande do Sul,Brachymyrmex.aphidicola_Rio Grande do Sul,Yes,Yes
Brachymyrmex.aphidicola,Rondonia,Brachymyrmex.aphidicola_Rondonia,Yes,Yes
Brachymyrmex.aphidicola,Salta,Brachymyrmex.aphidicola_Salta,Yes,Yes
Brachymyrmex.aphidicola,Santa Catarina,Brachymyrmex.aphidicola_Santa Catarina,Yes,Yes
Brachymyrmex.aphidicola,Santa Fe,Brachymyrmex.aphidicola_Santa Fe,Yes,Yes
Brachymyrmex.aphidicola,Sao Paulo,Brachymyrmex.aphidicola_Sao Paulo,Yes,Yes
Brachymyrmex.aphidicola,Tolima,Brachymyrmex.aphidicola_Tolima,Yes,Yes
Brachymyrmex.aphidicola,Valle del Cauca,Brachymyrmex.aphidicola_Valle del Cauca,Yes,Yes
Brachymyrmex.aphidicola,Venezuela,Brachymyrmex.aphidicola_Venezuela,Yes,Yes
Brachymyrmex.australis,Amazonas_Brazil,Brachymyrmex.australis_Amazonas_Brazil,Yes,Yes
Brachymyrmex.australis,Antioquia,Brachymyrmex.australis_Antioquia,Yes,Yes
Brachymyrmex.australis,Bahamas,Brachymyrmex.australis_Bahamas,Yes,Yes
Brachymyrmex.australis,Bahia,Brachymyrmex.australis_Bahia,Yes,Yes
Brachymyrmex.australis,Bolivar,Brachymyrmex.australis_Bolivar,Yes,Yes
Brachymyrmex.australis,Buenos Aires,Brachymyrmex.australis_Buenos Aires,Yes,Yes
Brachymyrmex.australis,Caldas,Brachymyrmex.australis_Caldas,Yes,Yes
Brachymyrmex.australis,Caqueta,Brachymyrmex.australis_Caqueta,Yes,Yes
Brachymyrmex.australis,Catamarca,Brachymyrmex.australis_Catamarca,Yes,Yes
Brachymyrmex.australis,Cauca,Brachymyrmex.australis_Cauca,Yes,Yes
Brachymyrmex.australis,Chiapas,Brachymyrmex.australis_Chiapas,Yes,Yes
Brachymyrmex.australis,Cocos Island (Costa Rica),Brachymyrmex.australis_Cocos Island (Costa Rica),Yes,Yes
Brachymyrmex.australis,Cordoba Argentina,Brachymyrmex.australis_Cordoba Argentina,Yes,Yes
Brachymyrmex.australis,Costa Rica,Brachymyrmex.australis_Costa Rica,Yes,Yes
Brachymyrmex.australis,Cuba,Brachymyrmex.australis_Cuba,Yes,Yes
Brachymyrmex.australis,Cundinamarca,Brachymyrmex.australis_Cundinamarca,Yes,Yes
Brachymyrmex.australis,Ecuador,Brachymyrmex.australis_Ecuador,Yes,Yes
Brachymyrmex.australis,French Guiana,Brachymyrmex.australis_French Guiana,Yes,Yes
Brachymyrmex.australis,Goias,Brachymyrmex.australis_Goias,Yes,Yes
Brachymyrmex.australis,Guatemala,Brachymyrmex.australis_Guatemala,Yes,Yes
Brachymyrmex.australis,Guyana,Brachymyrmex.australis_Guyana,Yes,Yes
Brachymyrmex.australis,Hispaniola,Brachymyrmex.australis_Hispaniola,Yes,Yes
Brachymyrmex.australis,Huila,Brachymyrmex.australis_Huila,Yes,Yes
Brachymyrmex.australis,La Guajira,Brachymyrmex.australis_La Guajira,Yes,Yes
Brachymyrmex.australis,Magdalena,Brachymyrmex.australis_Magdalena,Yes,Yes
Brachymyrmex.australis,Maranhao,Brachymyrmex.australis_Maranhao,Yes,Yes
Brachymyrmex.australis,Mendoza,Brachymyrmex.australis_Mendoza,Yes,Yes
Brachymyrmex.australis,Meta,Brachymyrmex.australis_Meta,Yes,Yes
Brachymyrmex.australis,Minas Gerais,Brachymyrmex.australis_Minas Gerais,Yes,Yes
Brachymyrmex.australis,Misiones,Brachymyrmex.australis_Misiones,Yes,Yes
Brachymyrmex.australis,Panama,Brachymyrmex.australis_Panama,Yes,Yes
Brachymyrmex.australis,Para,Brachymyrmex.australis_Para,Yes,Yes
Brachymyrmex.australis,Paraguay,Brachymyrmex.australis_Paraguay,Yes,Yes
Brachymyrmex.australis,Peru,Brachymyrmex.australis_Peru,Yes,Yes
Brachymyrmex.australis,Quindio,Brachymyrmex.australis_Quindio,Yes,Yes
Brachymyrmex.australis,Rio de Janeiro,Brachymyrmex.australis_Rio de Janeiro,Yes,Yes
Brachymyrmex.australis,Rio Grande do Sul,Brachymyrmex.australis_Rio Grande do Sul,Yes,Yes
Brachymyrmex.australis,Risaralda,Brachymyrmex.australis_Risaralda,Yes,Yes
Brachymyrmex.australis,Salta,Brachymyrmex.australis_Salta,Yes,Yes
Brachymyrmex.australis,San Juan,Brachymyrmex.australis_San Juan,Yes,Yes
Brachymyrmex.australis,San Luis,Brachymyrmex.australis_San Luis,Yes,Yes
Brachymyrmex.australis,Santa Catarina,Brachymyrmex.australis_Santa Catarina,Yes,Yes
Brachymyrmex.australis,Santa Cruz,Brachymyrmex.australis_Santa Cruz,Yes,Yes
Brachymyrmex.australis,Sao Paulo,Brachymyrmex.australis_Sao Paulo,Yes,Yes
Brachymyrmex.australis,Tucuman,Brachymyrmex.australis_Tucuman,Yes,Yes
Brachymyrmex.australis,Uruguay,Brachymyrmex.australis_Uruguay,Yes,Yes
Brachymyrmex.australis,Valle del Cauca,Brachymyrmex.australis_Valle del Cauca,Yes,Yes
Brachymyrmex.australis,Veracruz,Brachymyrmex.australis_Veracruz,Yes,Yes
Brachymyrmex.australis,Vichada,Brachymyrmex.australis_Vichada,Yes,Yes
Brachymyrmex.australis,Yucatan,Brachymyrmex.australis_Yucatan,Yes,Yes
Brachymyrmex.cordemoyi,Amazonas,Brachymyrmex.cordemoyi_Amazonas,Yes,Yes
Brachymyrmex.cordemoyi,Amazonas_Brazil,Brachymyrmex.cordemoyi_Amazonas_Brazil,Yes,Yes
Brachymyrmex.cordemoyi,Bahia,Brachymyrmex.cordemoyi_Bahia,Yes,Yes
Brachymyrmex.cordemoyi,Buenos Aires,Brachymyrmex.cordemoyi_Buenos Aires,Yes,Yes
Brachymyrmex.cordemoyi,Caqueta,Brachymyrmex.cordemoyi_Caqueta,Yes,Yes
Brachymyrmex.cordemoyi,Catamarca,Brachymyrmex.cordemoyi_Catamarca,Yes,Yes
Brachymyrmex.cordemoyi,Ceara,Brachymyrmex.cordemoyi_Ceara,Yes,Yes
Brachymyrmex.cordemoyi,Chaco,Brachymyrmex.cordemoyi_Chaco,Yes,Yes
Brachymyrmex.cordemoyi,Cordoba Argentina,Brachymyrmex.cordemoyi_Cordoba Argentina,Yes,Yes
Brachymyrmex.cordemoyi,Corrientes,Brachymyrmex.cordemoyi_Corrientes,Yes,Yes
Brachymyrmex.cordemoyi,Costa Rica,Brachymyrmex.cordemoyi_Costa Rica,Yes,Yes
Brachymyrmex.cordemoyi,Cuba,Brachymyrmex.cordemoyi_Cuba,Yes,Yes
Brachymyrmex.cordemoyi,Ecuador,Brachymyrmex.cordemoyi_Ecuador,Yes,Yes
Brachymyrmex.cordemoyi,El Salvador,Brachymyrmex.cordemoyi_El Salvador,Yes,Yes
Brachymyrmex.cordemoyi,Entre Rios,Brachymyrmex.cordemoyi_Entre Rios,Yes,Yes
Brachymyrmex.cordemoyi,Formosa,Brachymyrmex.cordemoyi_Formosa,Yes,Yes
Brachymyrmex.cordemoyi,French Guiana,Brachymyrmex.cordemoyi_French Guiana,Yes,Yes
Brachymyrmex.cordemoyi,Guatemala,Brachymyrmex.cordemoyi_Guatemala,Yes,Yes
Brachymyrmex.cordemoyi,Guyana,Brachymyrmex.cordemoyi_Guyana,Yes,Yes
Brachymyrmex.cordemoyi,Hispaniola,Brachymyrmex.cordemoyi_Hispaniola,Yes,Yes
Brachymyrmex.cordemoyi,Huila,Brachymyrmex.cordemoyi_Huila,Yes,Yes
Brachymyrmex.cordemoyi,Lesser Antilles,Brachymyrmex.cordemoyi_Lesser Antilles,Yes,Yes
Brachymyrmex.cordemoyi,Magdalena,Brachymyrmex.cordemoyi_Magdalena,Yes,Yes
Brachymyrmex.cordemoyi,Mato Grosso do Sul,Brachymyrmex.cordemoyi_Mato Grosso do Sul,Yes,Yes
Brachymyrmex.cordemoyi,Mendoza,Brachymyrmex.cordemoyi_Mendoza,Yes,Yes
Brachymyrmex.cordemoyi,Meta,Brachymyrmex.cordemoyi_Meta,Yes,Yes
Brachymyrmex.cordemoyi,Misiones,Brachymyrmex.cordemoyi_Misiones,Yes,Yes
Brachymyrmex.cordemoyi,Morelos,Brachymyrmex.cordemoyi_Morelos,Yes,Yes
Brachymyrmex.cordemoyi,Oaxaca,Brachymyrmex.cordemoyi_Oaxaca,Yes,Yes
Brachymyrmex.cordemoyi,Para,Brachymyrmex.cordemoyi_Para,Yes,Yes
Brachymyrmex.cordemoyi,Paraguay,Brachymyrmex.cordemoyi_Paraguay,Yes,Yes
Brachymyrmex.cordemoyi,Parana,Brachymyrmex.cordemoyi_Parana,Yes,Yes
Brachymyrmex.cordemoyi,Peru,Brachymyrmex.cordemoyi_Peru,Yes,Yes
Brachymyrmex.cordemoyi,Rio de Janeiro,Brachymyrmex.cordemoyi_Rio de Janeiro,Yes,Yes
Brachymyrmex.cordemoyi,Rio Grande do Norte,Brachymyrmex.cordemoyi_Rio Grande do Norte,Yes,Yes
Brachymyrmex.cordemoyi,Rio Grande do Sul,Brachymyrmex.cordemoyi_Rio Grande do Sul,Yes,Yes
Brachymyrmex.cordemoyi,Risaralda,Brachymyrmex.cordemoyi_Risaralda,Yes,Yes
