valid_species_name,bentity2_name,label,Native Range 1st,Final
Crematogaster.sordidula,Turkey,Crematogaster.sordidula_Turkey,Yes,Yes
Crematogaster.sordidula,Turkmenistan,Crematogaster.sordidula_Turkmenistan,Yes,Yes
Crematogaster.sordidula,Tuscan Archipelago,Crematogaster.sordidula_Tuscan Archipelago,Yes,Yes
Crematogaster.sordidula,Uzbekistan,Crematogaster.sordidula_Uzbekistan,Yes,Yes
Crematogaster.steinheili,Bahamas,Crematogaster.steinheili_Bahamas,Yes,Yes
Crematogaster.steinheili,Cayman Islands,Crematogaster.steinheili_Cayman Islands,Yes,Yes
Crematogaster.steinheili,Cuba,Crematogaster.steinheili_Cuba,Yes,Yes
Crematogaster.steinheili,Florida,Crematogaster.steinheili_Florida,Yes,Yes
Crematogaster.steinheili,Hispaniola,Crematogaster.steinheili_Hispaniola,Yes,Yes
Crematogaster.steinheili,Jamaica,Crematogaster.steinheili_Jamaica,Yes,Yes
Crematogaster.steinheili,Lesser Antilles,Crematogaster.steinheili_Lesser Antilles,Yes,Yes
Crematogaster.steinheili,Puerto Rico,Crematogaster.steinheili_Puerto Rico,Yes,Yes
Crematogaster.subdentata,Afghanistan,Crematogaster.subdentata_Afghanistan,Yes,Yes
Crematogaster.subdentata,Armenia,Crematogaster.subdentata_Armenia,Yes,Yes
Crematogaster.subdentata,Azerbaijan,Crematogaster.subdentata_Azerbaijan,Yes,Yes
Crematogaster.subdentata,Georgia_Europe(country),Crematogaster.subdentata_Georgia_Europe(country),Yes,Yes
Crematogaster.subdentata,Iran,Crematogaster.subdentata_Iran,Yes,Yes
Crematogaster.subdentata,Kazakhstan,Crematogaster.subdentata_Kazakhstan,Yes,Yes
Crematogaster.subdentata,Kyrgyzstan,Crematogaster.subdentata_Kyrgyzstan,Yes,Yes
Crematogaster.subdentata,Mongolia,Crematogaster.subdentata_Mongolia,Yes,Yes
Crematogaster.subdentata,Sichuan,Crematogaster.subdentata_Sichuan,Yes,Yes
Crematogaster.subdentata,Turkmenistan,Crematogaster.subdentata_Turkmenistan,Yes,Yes
Crematogaster.subdentata,Ukraine,Crematogaster.subdentata_Ukraine,Yes,No
Crematogaster.subdentata,Uzbekistan,Crematogaster.subdentata_Uzbekistan,Yes,Yes
Crematogaster.subdentata,Xinjiang,Crematogaster.subdentata_Xinjiang,Yes,Yes
Crematogaster.teranishii,Chubu,Crematogaster.teranishii_Chubu,Yes,Yes
Crematogaster.teranishii,Chugoku,Crematogaster.teranishii_Chugoku,Yes,Yes
Crematogaster.teranishii,Hokkaido,Crematogaster.teranishii_Hokkaido,Yes,Yes
Crematogaster.teranishii,Izu Islands,Crematogaster.teranishii_Izu Islands,Yes,Yes
Crematogaster.teranishii,Jeju Island,Crematogaster.teranishii_Jeju Island,Yes,Yes
Crematogaster.teranishii,Kanto,Crematogaster.teranishii_Kanto,Yes,Yes
Crematogaster.teranishii,Kinki,Crematogaster.teranishii_Kinki,Yes,Yes
Crematogaster.teranishii,Kyushu,Crematogaster.teranishii_Kyushu,Yes,Yes
Crematogaster.teranishii,Oki Islands,Crematogaster.teranishii_Oki Islands,Yes,Yes
Crematogaster.teranishii,Okinawa,Crematogaster.teranishii_Okinawa,Yes,Yes
Crematogaster.teranishii,Satsunan Islands,Crematogaster.teranishii_Satsunan Islands,Yes,Yes
Crematogaster.teranishii,Shikoku,Crematogaster.teranishii_Shikoku,Yes,Yes
Crematogaster.teranishii,South Korea,Crematogaster.teranishii_South Korea,Yes,Yes
Crematogaster.teranishii,Tohoku,Crematogaster.teranishii_Tohoku,Yes,Yes
Crematogaster.teranishii,Tsushima Island,Crematogaster.teranishii_Tsushima Island,Yes,Yes
Crematogaster.teranishii,Yaeyama Islands,Crematogaster.teranishii_Yaeyama Islands,Yes,Yes
Crematogaster.torosa,Acre,Crematogaster.torosa_Acre,Yes,Yes
Crematogaster.torosa,Amazonas_Brazil,Crematogaster.torosa_Amazonas_Brazil,Yes,Yes
Crematogaster.torosa,Arizona,Crematogaster.torosa_Arizona,Yes,Yes
Crematogaster.torosa,Baja California,Crematogaster.torosa_Baja California,Yes,Yes
Crematogaster.torosa,Baja California Sur,Crematogaster.torosa_Baja California Sur,Yes,Yes
Crematogaster.torosa,Bolivia,Crematogaster.torosa_Bolivia,Yes,Yes
Crematogaster.torosa,Buenos Aires,Crematogaster.torosa_Buenos Aires,Yes,Yes
Crematogaster.torosa,Campeche,Crematogaster.torosa_Campeche,Yes,Yes
Crematogaster.torosa,Chiapas,Crematogaster.torosa_Chiapas,Yes,Yes
Crematogaster.torosa,Chihuahua,Crematogaster.torosa_Chihuahua,Yes,Yes
Crematogaster.torosa,Coahuila,Crematogaster.torosa_Coahuila,Yes,Yes
Crematogaster.torosa,Cordoba Argentina,Crematogaster.torosa_Cordoba Argentina,Yes,Yes
Crematogaster.torosa,Costa Rica,Crematogaster.torosa_Costa Rica,Yes,Yes
Crematogaster.torosa,Cundinamarca,Crematogaster.torosa_Cundinamarca,Yes,Yes
Crematogaster.torosa,Distrito Federal Mexico,Crematogaster.torosa_Distrito Federal Mexico,Yes,Yes
Crematogaster.torosa,Ecuador,Crematogaster.torosa_Ecuador,Yes,Yes
Crematogaster.torosa,Entre Rios,Crematogaster.torosa_Entre Rios,Yes,Yes
Crematogaster.torosa,Goias,Crematogaster.torosa_Goias,Yes,Yes
Crematogaster.torosa,Guatemala,Crematogaster.torosa_Guatemala,Yes,Yes
Crematogaster.torosa,Guerrero,Crematogaster.torosa_Guerrero,Yes,Yes
Crematogaster.torosa,Guyana,Crematogaster.torosa_Guyana,Yes,Yes
Crematogaster.torosa,Honduras,Crematogaster.torosa_Honduras,Yes,Yes
Crematogaster.torosa,Huila,Crematogaster.torosa_Huila,Yes,Yes
Crematogaster.torosa,Jalisco,Crematogaster.torosa_Jalisco,Yes,Yes
Crematogaster.torosa,Jujuy,Crematogaster.torosa_Jujuy,Yes,Yes
Crematogaster.torosa,Magdalena,Crematogaster.torosa_Magdalena,Yes,Yes
Crematogaster.torosa,Mato Grosso,Crematogaster.torosa_Mato Grosso,Yes,Yes
Crematogaster.torosa,Mato Grosso do Sul,Crematogaster.torosa_Mato Grosso do Sul,Yes,Yes
Crematogaster.torosa,Meta,Crematogaster.torosa_Meta,Yes,Yes
Crematogaster.torosa,Mexico,Crematogaster.torosa_Mexico,Yes,Yes
Crematogaster.torosa,Michoacan,Crematogaster.torosa_Michoacan,Yes,Yes
Crematogaster.torosa,Minas Gerais,Crematogaster.torosa_Minas Gerais,Yes,Yes
Crematogaster.torosa,Morelos,Crematogaster.torosa_Morelos,Yes,Yes
Crematogaster.torosa,Nayarit,Crematogaster.torosa_Nayarit,Yes,Yes
Crematogaster.torosa,New Mexico,Crematogaster.torosa_New Mexico,Yes,Yes
Crematogaster.torosa,Nicaragua,Crematogaster.torosa_Nicaragua,Yes,Yes
Crematogaster.torosa,Nuevo Leon,Crematogaster.torosa_Nuevo Leon,Yes,Yes
Crematogaster.torosa,Panama,Crematogaster.torosa_Panama,Yes,Yes
Crematogaster.torosa,Paraguay,Crematogaster.torosa_Paraguay,Yes,Yes
Crematogaster.torosa,Parana,Crematogaster.torosa_Parana,Yes,Yes
Crematogaster.torosa,Peru,Crematogaster.torosa_Peru,Yes,Yes
Crematogaster.torosa,Puebla,Crematogaster.torosa_Puebla,Yes,Yes
Crematogaster.torosa,Quintana Roo,Crematogaster.torosa_Quintana Roo,Yes,Yes
Crematogaster.torosa,Roraima,Crematogaster.torosa_Roraima,Yes,Yes
Crematogaster.torosa,Salta,Crematogaster.torosa_Salta,Yes,Yes
Crematogaster.torosa,San Andres Providencia and Santa Catalina,Crematogaster.torosa_San Andres Providencia and Santa Catalina,Yes,Yes
Crematogaster.torosa,San Luis Potosi,Crematogaster.torosa_San Luis Potosi,Yes,Yes
Crematogaster.torosa,Santa Fe,Crematogaster.torosa_Santa Fe,Yes,Yes
Crematogaster.torosa,Santiago del Estero,Crematogaster.torosa_Santiago del Estero,Yes,Yes
Crematogaster.torosa,Sao Paulo,Crematogaster.torosa_Sao Paulo,Yes,Yes
Crematogaster.torosa,Sinaloa,Crematogaster.torosa_Sinaloa,Yes,Yes
Crematogaster.torosa,Sonora,Crematogaster.torosa_Sonora,Yes,Yes
Crematogaster.torosa,Tabasco,Crematogaster.torosa_Tabasco,Yes,Yes
Crematogaster.torosa,Tamaulipas,Crematogaster.torosa_Tamaulipas,Yes,Yes
Crematogaster.torosa,Texas,Crematogaster.torosa_Texas,Yes,Yes
Crematogaster.torosa,Tucuman,Crematogaster.torosa_Tucuman,Yes,Yes
Crematogaster.torosa,Valle del Cauca,Crematogaster.torosa_Valle del Cauca,Yes,Yes
Crematogaster.torosa,Venezuela,Crematogaster.torosa_Venezuela,Yes,Yes
Crematogaster.torosa,Veracruz,Crematogaster.torosa_Veracruz,Yes,Yes
Crematogaster.torosa,Yucatan,Crematogaster.torosa_Yucatan,Yes,Yes
Cryptopone.testacea,Anhui,Cryptopone.testacea_Anhui,Yes,Yes
Cryptopone.testacea,Bismarck Archipelago,Cryptopone.testacea_Bismarck Archipelago,Yes,Yes
Cryptopone.testacea,Borneo,Cryptopone.testacea_Borneo,Yes,Yes
Cryptopone.testacea,Caroline Islands,Cryptopone.testacea_Caroline Islands,Yes,Yes
Cryptopone.testacea,Fujian,Cryptopone.testacea_Fujian,Yes,Yes
Cryptopone.testacea,Kerala,Cryptopone.testacea_Kerala,Yes,Yes
Cryptopone.testacea,Malaysia and Singapore,Cryptopone.testacea_Malaysia and Singapore,Yes,Yes
Cryptopone.testacea,New Caledonia,Cryptopone.testacea_New Caledonia,Yes,Yes
Cryptopone.testacea,New Guinea,Cryptopone.testacea_New Guinea,Yes,Yes
Cryptopone.testacea,Palau,Cryptopone.testacea_Palau,Yes,Yes
Cryptopone.testacea,Philippines,Cryptopone.testacea_Philippines,Yes,Yes
Cryptopone.testacea,Solomon Islands,Cryptopone.testacea_Solomon Islands,Yes,Yes
Cryptopone.testacea,Sri Lanka,Cryptopone.testacea_Sri Lanka,Yes,Yes
Cryptopone.testacea,Taiwan,Cryptopone.testacea_Taiwan,Yes,Yes
Cryptopone.testacea,Tamil Nadu,Cryptopone.testacea_Tamil Nadu,Yes,Yes
Cryptopone.testacea,Thailand,Cryptopone.testacea_Thailand,Yes,Yes
Cryptopone.testacea,Vietnam,Cryptopone.testacea_Vietnam,Yes,Yes
Cryptopone.testacea,West Bengal,Cryptopone.testacea_West Bengal,Yes,Yes
Cryptopone.testacea,Yunnan,Cryptopone.testacea_Yunnan,Yes,Yes
Cylindromyrmex.whymperi,Antioquia,Cylindromyrmex.whymperi_Antioquia,Yes,Yes
Cylindromyrmex.whymperi,Bolivia,Cylindromyrmex.whymperi_Bolivia,Yes,Yes
Cylindromyrmex.whymperi,Costa Rica,Cylindromyrmex.whymperi_Costa Rica,Yes,Yes
Cylindromyrmex.whymperi,Ecuador,Cylindromyrmex.whymperi_Ecuador,Yes,Yes
Cylindromyrmex.whymperi,Guatemala,Cylindromyrmex.whymperi_Guatemala,Yes,Yes
Cylindromyrmex.whymperi,La Guajira,Cylindromyrmex.whymperi_La Guajira,Yes,Yes
Cylindromyrmex.whymperi,Panama,Cylindromyrmex.whymperi_Panama,Yes,Yes
Cylindromyrmex.whymperi,Peru,Cylindromyrmex.whymperi_Peru,Yes,Yes
Cylindromyrmex.whymperi,Risaralda,Cylindromyrmex.whymperi_Risaralda,Yes,Yes
Cylindromyrmex.whymperi,Valle del Cauca,Cylindromyrmex.whymperi_Valle del Cauca,Yes,Yes
Cylindromyrmex.whymperi,Veracruz,Cylindromyrmex.whymperi_Veracruz,Yes,Yes
Cyphomyrmex.rimosus,Acre,Cyphomyrmex.rimosus_Acre,Yes,Yes
Cyphomyrmex.rimosus,Alagoas,Cyphomyrmex.rimosus_Alagoas,Yes,Yes
Cyphomyrmex.rimosus,Amapa,Cyphomyrmex.rimosus_Amapa,Yes,Yes
Cyphomyrmex.rimosus,Amazonas,Cyphomyrmex.rimosus_Amazonas,Yes,Yes
Cyphomyrmex.rimosus,Amazonas_Brazil,Cyphomyrmex.rimosus_Amazonas_Brazil,Yes,Yes
Cyphomyrmex.rimosus,Antioquia,Cyphomyrmex.rimosus_Antioquia,Yes,Yes
Cyphomyrmex.rimosus,Bahia,Cyphomyrmex.rimosus_Bahia,Yes,Yes
Cyphomyrmex.rimosus,Belize,Cyphomyrmex.rimosus_Belize,Yes,Yes
Cyphomyrmex.rimosus,Bolivar,Cyphomyrmex.rimosus_Bolivar,Yes,Yes
Cyphomyrmex.rimosus,Bolivia,Cyphomyrmex.rimosus_Bolivia,Yes,Yes
Cyphomyrmex.rimosus,Buenos Aires,Cyphomyrmex.rimosus_Buenos Aires,Yes,Yes
Cyphomyrmex.rimosus,Campeche,Cyphomyrmex.rimosus_Campeche,Yes,Yes
Cyphomyrmex.rimosus,Caqueta,Cyphomyrmex.rimosus_Caqueta,Yes,Yes
Cyphomyrmex.rimosus,Cauca,Cyphomyrmex.rimosus_Cauca,Yes,Yes
Cyphomyrmex.rimosus,Ceara,Cyphomyrmex.rimosus_Ceara,Yes,Yes
Cyphomyrmex.rimosus,Chaco,Cyphomyrmex.rimosus_Chaco,Yes,Yes
Cyphomyrmex.rimosus,Chiapas,Cyphomyrmex.rimosus_Chiapas,Yes,Yes
Cyphomyrmex.rimosus,Choco,Cyphomyrmex.rimosus_Choco,Yes,Yes
Cyphomyrmex.rimosus,Cocos Island (Costa Rica),Cyphomyrmex.rimosus_Cocos Island (Costa Rica),Yes,Yes
Cyphomyrmex.rimosus,Colima,Cyphomyrmex.rimosus_Colima,Yes,Yes
Cyphomyrmex.rimosus,Cordoba Argentina,Cyphomyrmex.rimosus_Cordoba Argentina,Yes,Yes
Cyphomyrmex.rimosus,Corrientes,Cyphomyrmex.rimosus_Corrientes,Yes,Yes
Cyphomyrmex.rimosus,Costa Rica,Cyphomyrmex.rimosus_Costa Rica,Yes,Yes
Cyphomyrmex.rimosus,Cuba,Cyphomyrmex.rimosus_Cuba,Yes,Yes
Cyphomyrmex.rimosus,Cundinamarca,Cyphomyrmex.rimosus_Cundinamarca,Yes,Yes
Cyphomyrmex.rimosus,Ecuador,Cyphomyrmex.rimosus_Ecuador,Yes,Yes
Cyphomyrmex.rimosus,Espirito Santo,Cyphomyrmex.rimosus_Espirito Santo,Yes,Yes
Cyphomyrmex.rimosus,Formosa,Cyphomyrmex.rimosus_Formosa,Yes,Yes
Cyphomyrmex.rimosus,French Guiana,Cyphomyrmex.rimosus_French Guiana,Yes,Yes
Cyphomyrmex.rimosus,Goias,Cyphomyrmex.rimosus_Goias,Yes,Yes
Cyphomyrmex.rimosus,Guatemala,Cyphomyrmex.rimosus_Guatemala,Yes,Yes
Cyphomyrmex.rimosus,Guyana,Cyphomyrmex.rimosus_Guyana,Yes,Yes
Cyphomyrmex.rimosus,Hidalgo,Cyphomyrmex.rimosus_Hidalgo,Yes,Yes
Cyphomyrmex.rimosus,Hispaniola,Cyphomyrmex.rimosus_Hispaniola,Yes,Yes
Cyphomyrmex.rimosus,Honduras,Cyphomyrmex.rimosus_Honduras,Yes,Yes
Cyphomyrmex.rimosus,Huila,Cyphomyrmex.rimosus_Huila,Yes,Yes
Cyphomyrmex.rimosus,Jalisco,Cyphomyrmex.rimosus_Jalisco,Yes,Yes
Cyphomyrmex.rimosus,La Guajira,Cyphomyrmex.rimosus_La Guajira,Yes,Yes
Cyphomyrmex.rimosus,Lesser Antilles,Cyphomyrmex.rimosus_Lesser Antilles,Yes,Yes
Cyphomyrmex.rimosus,Magdalena,Cyphomyrmex.rimosus_Magdalena,Yes,Yes
Cyphomyrmex.rimosus,Mato Grosso,Cyphomyrmex.rimosus_Mato Grosso,Yes,Yes
Cyphomyrmex.rimosus,Mato Grosso do Sul,Cyphomyrmex.rimosus_Mato Grosso do Sul,Yes,Yes
Cyphomyrmex.rimosus,Mendoza,Cyphomyrmex.rimosus_Mendoza,Yes,Yes
Cyphomyrmex.rimosus,Meta,Cyphomyrmex.rimosus_Meta,Yes,Yes
Cyphomyrmex.rimosus,Minas Gerais,Cyphomyrmex.rimosus_Minas Gerais,Yes,Yes
Cyphomyrmex.rimosus,Misiones,Cyphomyrmex.rimosus_Misiones,Yes,Yes
Cyphomyrmex.rimosus,Morelos,Cyphomyrmex.rimosus_Morelos,Yes,Yes
Cyphomyrmex.rimosus,Nicaragua,Cyphomyrmex.rimosus_Nicaragua,Yes,Yes
Cyphomyrmex.rimosus,Nuevo Leon,Cyphomyrmex.rimosus_Nuevo Leon,Yes,Yes
Cyphomyrmex.rimosus,Oaxaca,Cyphomyrmex.rimosus_Oaxaca,Yes,Yes
Cyphomyrmex.rimosus,Panama,Cyphomyrmex.rimosus_Panama,Yes,Yes
Cyphomyrmex.rimosus,Para,Cyphomyrmex.rimosus_Para,Yes,Yes
Cyphomyrmex.rimosus,Paraguay,Cyphomyrmex.rimosus_Paraguay,Yes,Yes
Cyphomyrmex.rimosus,Parana,Cyphomyrmex.rimosus_Parana,Yes,Yes
Cyphomyrmex.rimosus,Peru,Cyphomyrmex.rimosus_Peru,Yes,Yes
Cyphomyrmex.rimosus,Piaui,Cyphomyrmex.rimosus_Piaui,Yes,Yes
Cyphomyrmex.rimosus,Puebla,Cyphomyrmex.rimosus_Puebla,Yes,Yes
Cyphomyrmex.rimosus,Puerto Rico,Cyphomyrmex.rimosus_Puerto Rico,Yes,Yes
Cyphomyrmex.rimosus,Queretaro,Cyphomyrmex.rimosus_Queretaro,Yes,Yes
Cyphomyrmex.rimosus,Quintana Roo,Cyphomyrmex.rimosus_Quintana Roo,Yes,Yes
Cyphomyrmex.rimosus,Rio de Janeiro,Cyphomyrmex.rimosus_Rio de Janeiro,Yes,Yes
Cyphomyrmex.rimosus,Rio Grande do Norte,Cyphomyrmex.rimosus_Rio Grande do Norte,Yes,Yes
Cyphomyrmex.rimosus,Rio Grande do Sul,Cyphomyrmex.rimosus_Rio Grande do Sul,Yes,Yes
Cyphomyrmex.rimosus,Risaralda,Cyphomyrmex.rimosus_Risaralda,Yes,Yes
Cyphomyrmex.rimosus,Rondonia,Cyphomyrmex.rimosus_Rondonia,Yes,Yes
Cyphomyrmex.rimosus,Roraima,Cyphomyrmex.rimosus_Roraima,Yes,Yes
Cyphomyrmex.rimosus,Salta,Cyphomyrmex.rimosus_Salta,Yes,Yes
Cyphomyrmex.rimosus,San Juan,Cyphomyrmex.rimosus_San Juan,Yes,Yes
Cyphomyrmex.rimosus,San Luis,Cyphomyrmex.rimosus_San Luis,Yes,Yes
Cyphomyrmex.rimosus,San Luis Potosi,Cyphomyrmex.rimosus_San Luis Potosi,Yes,Yes
Cyphomyrmex.rimosus,Santa Catarina,Cyphomyrmex.rimosus_Santa Catarina,Yes,Yes
Cyphomyrmex.rimosus,Santa Fe,Cyphomyrmex.rimosus_Santa Fe,Yes,Yes
Cyphomyrmex.rimosus,Santiago del Estero,Cyphomyrmex.rimosus_Santiago del Estero,Yes,Yes
Cyphomyrmex.rimosus,Sao Paulo,Cyphomyrmex.rimosus_Sao Paulo,Yes,Yes
Cyphomyrmex.rimosus,Sergipe,Cyphomyrmex.rimosus_Sergipe,Yes,Yes
Cyphomyrmex.rimosus,Suriname,Cyphomyrmex.rimosus_Suriname,Yes,Yes
Cyphomyrmex.rimosus,Tabasco,Cyphomyrmex.rimosus_Tabasco,Yes,Yes
Cyphomyrmex.rimosus,Tamaulipas,Cyphomyrmex.rimosus_Tamaulipas,Yes,Yes
Cyphomyrmex.rimosus,Tolima,Cyphomyrmex.rimosus_Tolima,Yes,Yes
Cyphomyrmex.rimosus,Trinidad and Tobago,Cyphomyrmex.rimosus_Trinidad and Tobago,Yes,Yes
Cyphomyrmex.rimosus,Tucuman,Cyphomyrmex.rimosus_Tucuman,Yes,Yes
Cyphomyrmex.rimosus,Uruguay,Cyphomyrmex.rimosus_Uruguay,Yes,Yes
Cyphomyrmex.rimosus,Valle del Cauca,Cyphomyrmex.rimosus_Valle del Cauca,Yes,Yes
Cyphomyrmex.rimosus,Venezuela,Cyphomyrmex.rimosus_Venezuela,Yes,Yes
Cyphomyrmex.rimosus,Veracruz,Cyphomyrmex.rimosus_Veracruz,Yes,Yes
Cyphomyrmex.rimosus,Yucatan,Cyphomyrmex.rimosus_Yucatan,Yes,Yes
Cyphomyrmex.salvini,Acre,Cyphomyrmex.salvini_Acre,Yes,Yes
Cyphomyrmex.salvini,Amazonas_Brazil,Cyphomyrmex.salvini_Amazonas_Brazil,Yes,Yes
Cyphomyrmex.salvini,Bahia,Cyphomyrmex.salvini_Bahia,Yes,Yes
Cyphomyrmex.salvini,Belize,Cyphomyrmex.salvini_Belize,Yes,Yes
Cyphomyrmex.salvini,Caqueta,Cyphomyrmex.salvini_Caqueta,Yes,Yes
Cyphomyrmex.salvini,Cauca,Cyphomyrmex.salvini_Cauca,Yes,Yes
Cyphomyrmex.salvini,Chiapas,Cyphomyrmex.salvini_Chiapas,Yes,Yes
Cyphomyrmex.salvini,Choco,Cyphomyrmex.salvini_Choco,Yes,Yes
Cyphomyrmex.salvini,Costa Rica,Cyphomyrmex.salvini_Costa Rica,Yes,Yes
Cyphomyrmex.salvini,Ecuador,Cyphomyrmex.salvini_Ecuador,Yes,Yes
Cyphomyrmex.salvini,French Guiana,Cyphomyrmex.salvini_French Guiana,Yes,Yes
Cyphomyrmex.salvini,Guatemala,Cyphomyrmex.salvini_Guatemala,Yes,Yes
Cyphomyrmex.salvini,Honduras,Cyphomyrmex.salvini_Honduras,Yes,Yes
Cyphomyrmex.salvini,Magdalena,Cyphomyrmex.salvini_Magdalena,Yes,Yes
Cyphomyrmex.salvini,Meta,Cyphomyrmex.salvini_Meta,Yes,Yes
Cyphomyrmex.salvini,Minas Gerais,Cyphomyrmex.salvini_Minas Gerais,Yes,Yes
Cyphomyrmex.salvini,Nicaragua,Cyphomyrmex.salvini_Nicaragua,Yes,Yes
Cyphomyrmex.salvini,Panama,Cyphomyrmex.salvini_Panama,Yes,Yes
Cyphomyrmex.salvini,Para,Cyphomyrmex.salvini_Para,Yes,Yes
Cyphomyrmex.salvini,Parana,Cyphomyrmex.salvini_Parana,Yes,Yes
Cyphomyrmex.salvini,Pernambuco,Cyphomyrmex.salvini_Pernambuco,Yes,Yes
Cyphomyrmex.salvini,Quindio,Cyphomyrmex.salvini_Quindio,Yes,Yes
Cyphomyrmex.salvini,Risaralda,Cyphomyrmex.salvini_Risaralda,Yes,Yes
Cyphomyrmex.salvini,Sao Paulo,Cyphomyrmex.salvini_Sao Paulo,Yes,Yes
Cyphomyrmex.salvini,Valle del Cauca,Cyphomyrmex.salvini_Valle del Cauca,Yes,Yes
Cyphomyrmex.salvini,Veracruz,Cyphomyrmex.salvini_Veracruz,Yes,Yes
Diacamma.indicum,Andaman and Nicobar Islands,Diacamma.indicum_Andaman and Nicobar Islands,Yes,Yes
Diacamma.indicum,Arunachal Pradesh,Diacamma.indicum_Arunachal Pradesh,Yes,Yes
Diacamma.indicum,Assam,Diacamma.indicum_Assam,Yes,Yes
Diacamma.indicum,Karnataka,Diacamma.indicum_Karnataka,Yes,Yes
Diacamma.indicum,Manipur,Diacamma.indicum_Manipur,Yes,Yes
Diacamma.indicum,Mizoram,Diacamma.indicum_Mizoram,Yes,Yes
Diacamma.indicum,Sikkim,Diacamma.indicum_Sikkim,Yes,Yes
Diacamma.indicum,Sri Lanka,Diacamma.indicum_Sri Lanka,Yes,Yes
Diacamma.indicum,West Bengal,Diacamma.indicum_West Bengal,Yes,Yes
Diacamma.rugosum,Andaman and Nicobar Islands,Diacamma.rugosum_Andaman and Nicobar Islands,Yes,Yes
Diacamma.rugosum,Arunachal Pradesh,Diacamma.rugosum_Arunachal Pradesh,Yes,Yes
Diacamma.rugosum,Assam,Diacamma.rugosum_Assam,Yes,Yes
Diacamma.rugosum,Bihar,Diacamma.rugosum_Bihar,Yes,Yes
Diacamma.rugosum,Borneo,Diacamma.rugosum_Borneo,Yes,Yes
Diacamma.rugosum,Cambodia,Diacamma.rugosum_Cambodia,Yes,Yes
Diacamma.rugosum,Fujian,Diacamma.rugosum_Fujian,Yes,Yes
Diacamma.rugosum,Guangdong,Diacamma.rugosum_Guangdong,Yes,Yes
Diacamma.rugosum,Guangxi,Diacamma.rugosum_Guangxi,Yes,Yes
Diacamma.rugosum,Hainan,Diacamma.rugosum_Hainan,Yes,Yes
Diacamma.rugosum,Hong Kong,Diacamma.rugosum_Hong Kong,Yes,Yes
Diacamma.rugosum,Hunan,Diacamma.rugosum_Hunan,Yes,Yes
Diacamma.rugosum,Java,Diacamma.rugosum_Java,Yes,Yes
Diacamma.rugosum,Karnataka,Diacamma.rugosum_Karnataka,Yes,Yes
Diacamma.rugosum,Kerala,Diacamma.rugosum_Kerala,Yes,Yes
Diacamma.rugosum,Krakatau Islands,Diacamma.rugosum_Krakatau Islands,Yes,Yes
Diacamma.rugosum,Laos,Diacamma.rugosum_Laos,Yes,Yes
Diacamma.rugosum,Lesser Sunda Islands,Diacamma.rugosum_Lesser Sunda Islands,Yes,Yes
Diacamma.rugosum,Maharashtra,Diacamma.rugosum_Maharashtra,Yes,Yes
Diacamma.rugosum,Malaysia and Singapore,Diacamma.rugosum_Malaysia and Singapore,Yes,Yes
Diacamma.rugosum,Maluku Islands,Diacamma.rugosum_Maluku Islands,Yes,Yes
Diacamma.rugosum,Manipur,Diacamma.rugosum_Manipur,Yes,Yes
Diacamma.rugosum,Meghalaya,Diacamma.rugosum_Meghalaya,Yes,Yes
Diacamma.rugosum,Mentawai Islands,Diacamma.rugosum_Mentawai Islands,Yes,Yes
Diacamma.rugosum,Mizoram,Diacamma.rugosum_Mizoram,Yes,Yes
Diacamma.rugosum,Myanmar,Diacamma.rugosum_Myanmar,Yes,Yes
Diacamma.rugosum,Nagaland,Diacamma.rugosum_Nagaland,Yes,Yes
Diacamma.rugosum,Nepal,Diacamma.rugosum_Nepal,Yes,Yes
Diacamma.rugosum,New Guinea,Diacamma.rugosum_New Guinea,Yes,Yes
Diacamma.rugosum,Nias Island,Diacamma.rugosum_Nias Island,Yes,Yes
Diacamma.rugosum,Okinawa,Diacamma.rugosum_Okinawa,Yes,Yes
Diacamma.rugosum,Orissa,Diacamma.rugosum_Orissa,Yes,Yes
Diacamma.rugosum,Philippines,Diacamma.rugosum_Philippines,Yes,Yes
Diacamma.rugosum,Raja Ampat Islands,Diacamma.rugosum_Raja Ampat Islands,Yes,Yes
Diacamma.rugosum,Satsunan Islands,Diacamma.rugosum_Satsunan Islands,Yes,Yes
Diacamma.rugosum,Schouten Islands,Diacamma.rugosum_Schouten Islands,Yes,Yes
Diacamma.rugosum,Sikkim,Diacamma.rugosum_Sikkim,Yes,Yes
Diacamma.rugosum,Sri Lanka,Diacamma.rugosum_Sri Lanka,Yes,Yes
Diacamma.rugosum,Sulawesi,Diacamma.rugosum_Sulawesi,Yes,Yes
Diacamma.rugosum,Sumatra,Diacamma.rugosum_Sumatra,Yes,Yes
Diacamma.rugosum,Taiwan,Diacamma.rugosum_Taiwan,Yes,Yes
Diacamma.rugosum,Tamil Nadu,Diacamma.rugosum_Tamil Nadu,Yes,Yes
Diacamma.rugosum,Tripura,Diacamma.rugosum_Tripura,Yes,Yes
Diacamma.rugosum,Vietnam,Diacamma.rugosum_Vietnam,Yes,Yes
Diacamma.rugosum,West Bengal,Diacamma.rugosum_West Bengal,Yes,Yes
Diacamma.rugosum,Yaeyama Islands,Diacamma.rugosum_Yaeyama Islands,Yes,Yes
Diacamma.rugosum,Yunnan,Diacamma.rugosum_Yunnan,Yes,Yes
Doleromyrma.darwiniana,New South Wales,Doleromyrma.darwiniana_New South Wales,Yes,Yes
